main_category,sub_category,book_id,book_title,aladin,kyobo,yes24,interpark
소설,테마소설,64853,연금술사,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8982814477,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788982814471,http://www.yes24.com/Product/Goods/240525,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=1069707
소설,테마소설,6872343,시간을 파는 상점,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8954427170,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788954427173,http://www.yes24.com/Product/Goods/6699994,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=210123203
시/에세이,한국시,9220655,꽃을 보듯 너를 본다,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K852433226,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791157280292,http://www.yes24.com/Product/Goods/24259730,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=240658700
시/에세이,한국시,9127431,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8959139300,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788959139309,http://www.yes24.com/Product/Goods/18182099,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=239873551
시/에세이,한국시,7100032,당신의 이름을 지어다가 며칠은 먹었다,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8954619576,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788954619578,http://www.yes24.com/Product/Goods/8150462,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=211626975
시/에세이,한국시,12108943,가장 예쁜 생각을 너에게 주고 싶다,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8925561824,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788925561820,http://www.yes24.com/Product/Goods/41847244,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=267874936
시/에세이,외국시,16684449,마음챙김의 시,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K842633074,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791190382267,http://www.yes24.com/Product/Goods/92462696,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=338945136
시/에세이,외국시,140137,차라투스트라는 이렇게 말했다,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8937460947,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788937460944,http://www.yes24.com/Product/Goods/426994,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=1935590
시/에세이,외국시,1529381,사랑하라 한번도 상처받지 않은 것처럼,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8995501472,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788995501474,http://www.yes24.com/Product/Goods/1472519,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=2802028
시/에세이,외국시,16873262,시가 나에게 살라고 한다,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K012633013,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791190927963,http://www.yes24.com/Product/Goods/93966917,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=341819288
시/에세이,외국시,17523391,천 개의 아침,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8960906514,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788960906518,http://www.yes24.com/Product/Goods/95711598,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=343612114
시/에세이,그림/포토 에세이,17547330,우리는  조구만  존재야,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K122736008,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791165213497,http://www.yes24.com/Product/Goods/95802077,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=343815724
시/에세이,그림/포토 에세이,16319176,소년과 두더지와 여우와 말,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8997381679,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788997381678,http://www.yes24.com/Product/Goods/89898969,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=332368901
시/에세이,그림/포토 에세이,21309009,땅콩일기,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K732835819,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791189467340,http://www.yes24.com/Product/Goods/105298670,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=354313426
시/에세이,그림/포토 에세이,18563609,사물의 뒷모습,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K082730488,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791190885669,http://www.yes24.com/Product/Goods/98570409,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=347878030
시/에세이,그림/포토 에세이,13782753,있으려나 서점,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8934981237,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788934981237,http://www.yes24.com/Product/Goods/62189929,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=288340577
시/에세이,독서 에세이,21259683,평균의 마음,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8998614995,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788998614997,http://www.yes24.com/Product/Goods/104847691,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=354276272
시/에세이,독서 에세이,17194205,정신과 의사의 서재,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K152633229,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791191056297,http://www.yes24.com/Product/Goods/95071779,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=342313508
시/에세이,독서 에세이,16327406,다시 성경으로,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K612639867,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791196889203,http://www.yes24.com/Product/Goods/89957218,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=332336677
시/에세이,독서 에세이,21119996,블루밍,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8937438755,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788937438752,http://www.yes24.com/Product/Goods/104102797,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=354188263
시/에세이,독서 에세이,15407603,어른의 그림책,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8998614707,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788998614706,http://www.yes24.com/Product/Goods/78524653,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=315326121
시/에세이,명상 에세이,7289682,삶으로 다시 떠오르기,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=1195026129,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791195026128,http://www.yes24.com/Product/Goods/9437871,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=213021558
시/에세이,명상 에세이,15813404,에크하르트 톨레의 이 순간의 나,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K182636003,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791190356152,http://www.yes24.com/Product/Goods/83531991,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=321699418
시/에세이,명상 에세이,7876870,요가난다 영혼의 자서전,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8990840287,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788990840288,http://www.yes24.com/Product/Goods/13942139,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=220940355
시/에세이,명상 에세이,1479143,고요함의 지혜,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8934916893,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788934916895,http://www.yes24.com/Product/Goods/1436615,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=2469120
시/에세이,성공 에세이,20825119,햇빛은 찬란하고 인생은 귀하니까요,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8934985054,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788934985051,http://www.yes24.com/Product/Goods/103025960,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=352829477
시/에세이,성공 에세이,16368179,빅터 프랭클의 죽음의 수용소에서,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8936811533,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788936811532,http://www.yes24.com/Product/Goods/90384709,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=333235120
시/에세이,성공 에세이,16374172,죽음의 수용소에서,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8936811541,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788936811549,http://www.yes24.com/Product/Goods/90454414,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=333325097
시/에세이,성공 에세이,5324631,달리기를 말할 때 내가 하고 싶은 이야기,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8970128336,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788970128337,http://www.yes24.com/Product/Goods/3239082,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=201798153
시/에세이,성공 에세이,15975184,배움의 발견,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8932919550,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788932919553,http://www.yes24.com/Product/Goods/85122333,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=324433177
시/에세이,여행 에세이,13141544,나를 부르는 숲,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8972916528,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788972916529,http://www.yes24.com/Product/Goods/57992378,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=277983994
시/에세이,여행 에세이,20754131,세상엔 알고 싶은 건축물이 너무도 많아,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K302733393,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791190030984,http://www.yes24.com/Product/Goods/102700329,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=352390079
시/에세이,여행 에세이,15659936,제 마음대로 살아보겠습니다,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K522636099,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791189856540,http://www.yes24.com/Product/Goods/81652518,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=320027979
시/에세이,연애/사랑 에세이,20924333,너를 만나 나를 더 사랑하게 되었어,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K662734115,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791166831324,http://www.yes24.com/Product/Goods/103668955,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=353777424
시/에세이,연애/사랑 에세이,4325811,나는 정말 너를 사랑하는 걸까,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8901074605,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788901074603,http://www.yes24.com/Product/Goods/2785665,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=201292511
시/에세이,연애/사랑 에세이,18059689,나는 언제나 내가 먼저였다,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K542739038,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791191425611,http://www.yes24.com/Product/Goods/97794888,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=347229193
시/에세이,연애/사랑 에세이,16112212,사랑의 목격,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8968332444,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788968332449,http://www.yes24.com/Product/Goods/86017777,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=326069232
시/에세이,인물 에세이,20579223,조국의 시간,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8935668664,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788935668663,http://www.yes24.com/Product/Goods/101908860,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=350482767
시/에세이,인물 에세이,20883063,인간 이재명,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K142734795,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791156625599,http://www.yes24.com/Product/Goods/103450165,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=353660632
시/에세이,인물 에세이,11139333,슈독,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=896435902X,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788964359020,http://www.yes24.com/Product/Goods/32526726,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=259483813
시/에세이,인물 에세이,13648331,원칙,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K402532155,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791157842636,http://www.yes24.com/Product/Goods/61186169,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=284425337
시/에세이,인물 에세이,20548965,이낙연의 약속,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8950995506,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788950995508,http://www.yes24.com/Product/Goods/101877534,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=350342548
시/에세이,삶의 지혜/명언,20577993,걷는 독서,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8991418317,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788991418318,http://www.yes24.com/Product/Goods/101889131,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=350402615
시/에세이,삶의 지혜/명언,15301605,모든 사람에게 좋은 사람일 필요는 없어,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K572636576,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791196764616,http://www.yes24.com/Product/Goods/79631995,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=318349839
시/에세이,삶의 지혜/명언,21148879,어쩌면 동화는 어른을 위한 것,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K062835869,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791186151488,http://www.yes24.com/Product/Goods/104405188,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=354228067
시/에세이,삶의 지혜/명언,102491,탈무드,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8989258057,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788989258056,http://www.yes24.com/Product/Goods/193528,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=707682
시/에세이,삶의 지혜/명언,10129166,완벽하지 않은 것들에 대한 사랑,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K522434013,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791195322183,http://www.yes24.com/Product/Goods/24034748,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=251618204
경제/경영,경제,20937219,트렌드 코리아 2022,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8959897000,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788959897001,http://www.yes24.com/Product/Goods/103737985,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=354069935
경제/경영,경제,20949071,그냥 하지 말라,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K912734836,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791191211467,http://www.yes24.com/Product/Goods/103841300,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=353804842
경제/경영,경제,20877668,NFT 레볼루션,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K152734680,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791165216603,http://www.yes24.com/Product/Goods/103417076,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=353614891
경제/경영,경제,16852884,2030 축의 전환,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8901246082,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788901246086,http://www.yes24.com/Product/Goods/93888691,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=340382779
경제/경영,경제,20518911,메타버스 새로운 기회,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K992731548,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791190242868,http://www.yes24.com/Product/Goods/101699265,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=349846218
경제/경영,경영,20937219,트렌드 코리아 2022,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=8959897000,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9788959897001,http://www.yes24.com/Product/Goods/103737985,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=354069935
경제/경영,경영,20949071,그냥 하지 말라,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K912734836,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791191211467,http://www.yes24.com/Product/Goods/103841300,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=353804842
경제/경영,경영,20877668,NFT 레볼루션,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K152734680,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791165216603,http://www.yes24.com/Product/Goods/103417076,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=353614891
경제/경영,경영,18904207,왜 일하는가,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K102730602,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791130637037,http://www.yes24.com/Product/Goods/99184511,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=348804997
경제/경영,경영,14524825,그릿,https://www.aladin.co.kr/shop/wproduct.aspx?ISBN=K102534140,http://www.kyobobook.co.kr/product/detailViewKor.laf?mallGb=KOR&ejkGb=KOR&linkClass=&barcode=9791162540633,http://www.yes24.com/Product/Goods/69622442,http://book.interpark.com/product/BookDisplay.do?_method=detail&sc.prdNo=301554279
